"path","url","status","mdlen","attempt","file"
"/ar/playlist/perfect-everyday-recipes","https://www.maharat.com/ar/playlist/perfect-everyday-recipes","500","205","2","(not saved)"
"/ar/playlist/stand-out-in-a-crowded-world","https://www.maharat.com/ar/playlist/stand-out-in-a-crowded-world","500","205","2","(not saved)"
"/ar/playlist/take-the-leap","https://www.maharat.com/ar/playlist/take-the-leap","500","205","2","(not saved)"
"/ar/playlist/the-making-of","https://www.maharat.com/ar/playlist/the-making-of","500","205","2","(not saved)"
"/ar/playlist/the-ultimate-beauty-playlist","https://www.maharat.com/ar/playlist/the-ultimate-beauty-playlist","500","205","2","(not saved)"
"/ar/playlist/your-beauty-essentials","https://www.maharat.com/ar/playlist/your-beauty-essentials","500","205","2","(not saved)"
"/en/about-us","https://www.maharat.com/en/about-us","500","197","2","(not saved)"
"/en/class","https://www.maharat.com/en/class","404","153","2","(not saved)"
"/en/class/design-style/bassam-fattouh-teaches-bridal-makeup","https://www.maharat.com/en/class/design-style/bassam-fattouh-teaches-bridal-makeup","200","5686","1","pages/en/class/design-style/bassam-fattouh-teaches-bridal-makeup.md"
"/en/class/design-style/cedric-haddad-teaches-personal-styling","https://www.maharat.com/en/class/design-style/cedric-haddad-teaches-personal-styling","200","7396","1","pages/en/class/design-style/cedric-haddad-teaches-personal-styling.md"
"/en/get-in-touch","https://www.maharat.com/en/get-in-touch","500","197","2","(not saved)"
"/en/library/science-tech","https://www.maharat.com/en/library/science-tech","404","153","2","(not saved)"
"/en/library/sports","https://www.maharat.com/en/library/sports","500","153","2","(not saved)"
"/en/library/wellness","https://www.maharat.com/en/library/wellness","404","153","2","(not saved)"
"/en/library/writing","https://www.maharat.com/en/library/writing","404","153","2","(not saved)"
"/en/playlist/adapt-or-fail","https://www.maharat.com/en/playlist/adapt-or-fail","500","197","2","(not saved)"
"/en/playlist/believe","https://www.maharat.com/en/playlist/believe","500","197","2","(not saved)"
"/en/playlist/build-your-audience-and-customer-base","https://www.maharat.com/en/playlist/build-your-audience-and-customer-base","500","197","2","(not saved)"
"/en/playlist/cater-to-your-sweet-tooth","https://www.maharat.com/en/playlist/cater-to-your-sweet-tooth","500","197","2","(not saved)"
"/en/playlist/facing-challenges","https://www.maharat.com/en/playlist/facing-challenges","500","197","2","(not saved)"
"/en/playlist/forgotten-recipes-from-our-ancestors","https://www.maharat.com/en/playlist/forgotten-recipes-from-our-ancestors","500","197","2","(not saved)"
"/en/playlist/glam-it-up","https://www.maharat.com/en/playlist/glam-it-up","500","197","2","(not saved)"
"/en/playlist/invest-in-yourself","https://www.maharat.com/en/playlist/invest-in-yourself","500","197","2","(not saved)"
"/en/playlist/kafta-3-ways","https://www.maharat.com/en/playlist/kafta-3-ways","500","197","2","(not saved)"
"/en/playlist/look-perfect-tonight","https://www.maharat.com/en/playlist/look-perfect-tonight","500","197","2","(not saved)"
"/en/playlist/marketing-building-your-brand","https://www.maharat.com/en/playlist/marketing-building-your-brand","500","197","2","(not saved)"
"/en/playlist/masters-in-action","https://www.maharat.com/en/playlist/masters-in-action","500","197","2","(not saved)"
"/en/playlist/mental-health-first","https://www.maharat.com/en/playlist/mental-health-first","500","197","2","(not saved)"
"/en/playlist/mezze-essentials","https://www.maharat.com/en/playlist/mezze-essentials","500","197","2","(not saved)"
"/en/playlist/msakhan-msakhan-msakhan","https://www.maharat.com/en/playlist/msakhan-msakhan-msakhan","500","197","2","(not saved)"
"/en/playlist/nail-your-look-everyday","https://www.maharat.com/en/playlist/nail-your-look-everyday","500","197","2","(not saved)"
"/en/playlist/origin-stories","https://www.maharat.com/en/playlist/origin-stories","500","197","2","(not saved)"
"/en/playlist/perfect-everyday-recipes","https://www.maharat.com/en/playlist/perfect-everyday-recipes","500","197","2","(not saved)"
"/en/playlist/stand-out-in-a-crowded-world","https://www.maharat.com/en/playlist/stand-out-in-a-crowded-world","500","197","2","(not saved)"
"/en/playlist/take-the-leap","https://www.maharat.com/en/playlist/take-the-leap","500","197","2","(not saved)"
"/en/playlist/the-making-of","https://www.maharat.com/en/playlist/the-making-of","500","197","2","(not saved)"
"/en/playlist/the-making-of/the-story-behind-rahmas-biggest-hits","https://www.maharat.com/en/playlist/the-making-of/the-story-behind-rahmas-biggest-hits","500","197","2","(not saved)"
"/en/playlist/the-ultimate-beauty-playlist","https://www.maharat.com/en/playlist/the-ultimate-beauty-playlist","500","197","2","(not saved)"
"/en/playlist/your-beauty-essentials","https://www.maharat.com/en/playlist/your-beauty-essentials","500","197","2","(not saved)"
